RaceNo,Place,Tally,HelmName,Nat,SailNo,HelmSex,HelmAgeGroup,Elapsed,Points,Code
1,679,348,"BRUNS, KLAUS",Germany,,M,40-49M,,,DNF
1,679,408,"EMSER, BENEDIKT",Germany,,M,13-15M,,,DNF
1,679,471,"SEITZ, FLORIAN",Germany,,M,40-49M,,,DNF
1,679,578,"ZINKE, KLAUS",Germany,,M,60+M,,,DNF
1,679,594,"SCHLENKER, THOMAS",Germany,,M,40-49M,,,DNF
1,679,605,"BENTLEY, CHRIS",Germany,,M,50-59M,,,DNF
1,679,612,"MANNICH, ACHIM",Germany,,M,50-59M,,,DNF
1,679,866,"HOELSCH, ALEXANDER",Germany,,M,30-39M,,,DNF
1,679,885,"KRETZSCHMAR, KLAUS",Germany,,M,50-59M,,,DNF
1,679,1092,"PAGEL, CAROLA",Germany,,F,45+F,,,DNF
1,679,1127,"DROSTE, NICOLE",Germany,,F,45+F,,,DNF
1,679,1185,"LINKE, MARCO",Germany,,M,30-39M,,,DNF
1,679,1242,"UNBEHAUN, NIKOLAUS",Germany,,M,50-59M,,,DNF
1,679,101,"BARTH, TOM",Germany,,M,30-39M,,,DNS
1,679,291,"WAMSER, JEREMIAS",Germany,,M,40-49M,,,DNS
1,679,327,"LINDENMAIER, GÖTZ",Germany,,M,50-59M,,,DNS
1,679,396,"SCHULZ, THOMAS",Germany,,M,50-59M,,,DNS
1,679,583,"NEUSS, CHRISTIAN",Germany,,M,50-59M,,,DNS
1,679,655,"BÖHM, ALEXANDER",Germany,,M,40-49M,,,DNS
1,679,667,"WITTE, MICHAEL",Germany,,M,50-59M,,,DNS
1,679,10158,"ROOS, MARTIN",Germany,,M,50-59M,,,DNS
2,11,74,"REUSCHER, MALTE",Germany,,M,30-39M,00:33:38,11.0,
2,23,93,"LAUFER, ANDY",Germany,,M,50-59M,00:35:02,23.0,
2,52,44,"KÖSTER, PHILIP",Germany,,M,20-29M,00:37:36,52.0,
2,95,8,"DEUS, CHRISTOPH",Germany,,M,30-39M,00:40:29,95.0,
2,191,1203,"SCHAARSCHMIDT, OLIVIER",Germany,,M,50-59M,00:45:07,191.0,
2,239,1093,"PAGEL, HENRICK",Germany,,M,20-29M,00:46:57,239.0,
2,243,67,"HÖLZL, JONAS",Germany,,M,20-29M,00:47:04,243.0,
2,283,408,"EMSER, BENEDIKT",Germany,,M,13-15M,00:48:42,283.0,
2,410,365,"HOCK, MICHAEL",Germany,,M,50-59M,00:53:07,410.0,
2,438,580,"FINKBEINER, MATTHIAS",Germany,,M,50-59M,00:54:01,438.0,
2,467,1028,"LINDENMAIER, TORBEN",Germany,,M,20-29M,00:54:50,467.0,
2,507,263,"KRENZEL, CHRISTOPH",Germany,,M,50-59M,00:56:13,507.0,
2,524,561,"BUERGER, MICHAEL",Germany,,M,50-59M,00:57:02,524.0,
2,535,1209,"SCHLEGEL, MARCO",Germany,,M,40-49M,00:57:37,535.0,
2,546,215,"MOLDENHAUER, THOMAS",Germany,,M,50-59M,00:58:01,546.0,
2,547,276,"HEINRICHS, JÖRG",Germany,,M,50-59M,00:58:02,547.0,
2,570,474,"RENNER, DETLEF",Germany,,M,60+M,00:59:13,570.0,
2,583,368,"HOMMEL, PHILLIP",Germany,,M,30-39M,00:59:52,583.0,
2,592,1242,"UNBEHAUN, NIKOLAUS",Germany,,M,50-59M,01:00:27,592.0,
2,615,981,"NEUMANN, IVO",Germany,,M,40-49M,01:01:22,615.0,
2,621,413,"LÜBKERT, KAY",Germany,,M,50-59M,01:01:49,621.0,
2,626,866,"HOELSCH, ALEXANDER",Germany,,M,30-39M,01:01:58,626.0,
2,653,346,"GIELEN, CHRISTOPH",Germany,,M,30-39M,01:03:02,653.0,
2,682,179,"RUEGMER, ROBERT",Germany,,M,50-59M,01:04:30,682.0,
2,772,1127,"DROSTE, NICOLE",Germany,,F,45+F,01:10:52,772.0,
2,777,1185,"LINKE, MARCO",Germany,,M,30-39M,01:11:18,777.0,
2,783,1219,"EMSER, ARTHUR",Germany,,M,40-49M,01:11:48,783.0,
2,784,1225,"MEEUW, FOLKERT",Germany,,M,50-59M,01:11:51,784.0,
2,839,1092,"PAGEL, CAROLA",Germany,,F,45+F,01:22:23,839.0,
2,851,605,"BENTLEY, CHRIS",Germany,,M,50-59M,01:28:51,851.0,
2,863,142,"WINTER, MARKUS",Germany,,M,50-59M,,,DNF
2,863,257,"WAGNER, THOMAS",Germany,,M,50-59M,,,DNF
2,863,471,"SEITZ, FLORIAN",Germany,,M,40-49M,,,DNF
2,863,578,"ZINKE, KLAUS",Germany,,M,60+M,,,DNF
2,863,594,"SCHLENKER, THOMAS",Germany,,M,40-49M,,,DNF
2,863,885,"KRETZSCHMAR, KLAUS",Germany,,M,50-59M,,,DNF
2,863,10158,"ROOS, MARTIN",Germany,,M,50-59M,,,DNF
2,863,101,"BARTH, TOM",Germany,,M,30-39M,,,DNS
2,863,115,"TORAMAN, MELEK",Germany,,F,45+F,,,DNS
2,863,138,"FREY, VINCENT",Germany,,M,40-49M,,,DNS
2,863,246,"FORTENBACHER, FELIX",Germany,,M,40-49M,,,DNS
2,863,291,"WAMSER, JEREMIAS",Germany,,M,40-49M,,,DNS
2,863,296,"KIRSCH, SEBASTIAN",Germany,,M,30-39M,,,DNS
2,863,317,"GERSCH, ANDRE",Germany,,M,50-59M,,,DNS
2,863,318,"LINKE, FRANK",Germany,,M,50-59M,,,DNS
2,863,327,"LINDENMAIER, GÖTZ",Germany,,M,50-59M,,,DNS
2,863,348,"BRUNS, KLAUS",Germany,,M,40-49M,,,DNS
2,863,396,"SCHULZ, THOMAS",Germany,,M,50-59M,,,DNS
2,863,583,"NEUSS, CHRISTIAN",Germany,,M,50-59M,,,DNS
2,863,612,"MANNICH, ACHIM",Germany,,M,50-59M,,,DNS
2,863,655,"BÖHM, ALEXANDER",Germany,,M,40-49M,,,DNS
2,863,667,"WITTE, MICHAEL",Germany,,M,50-59M,,,DNS
3,12,74,"REUSCHER, MALTE",Germany,,M,30-39M,00:33:40,12.0,
3,19,93,"LAUFER, ANDY",Germany,,M,50-59M,00:34:25,19.0,
3,86,44,"KÖSTER, PHILIP",Germany,,M,20-29M,00:39:22,86.0,
3,106,142,"WINTER, MARKUS",Germany,,M,50-59M,00:40:27,106.0,
3,181,8,"DEUS, CHRISTOPH",Germany,,M,30-39M,00:44:15,181.0,
3,294,1093,"PAGEL, HENRICK",Germany,,M,20-29M,00:48:43,294.0,
3,339,408,"EMSER, BENEDIKT",Germany,,M,13-15M,00:51:05,339.0,
3,392,580,"FINKBEINER, MATTHIAS",Germany,,M,50-59M,00:53:03,392.0,
3,413,246,"FORTENBACHER, FELIX",Germany,,M,40-49M,00:53:32,413.0,
3,427,67,"HÖLZL, JONAS",Germany,,M,20-29M,00:54:17,427.0,
3,434,561,"BUERGER, MICHAEL",Germany,,M,50-59M,00:54:40,434.0,
3,440,474,"RENNER, DETLEF",Germany,,M,60+M,00:54:48,440.0,
3,444,346,"GIELEN, CHRISTOPH",Germany,,M,30-39M,00:54:56,444.0,
3,479,1028,"LINDENMAIER, TORBEN",Germany,,M,20-29M,00:56:27,479.0,
3,490,365,"HOCK, MICHAEL",Germany,,M,50-59M,00:57:07,490.0,
3,497,215,"MOLDENHAUER, THOMAS",Germany,,M,50-59M,00:57:17,497.0,
3,499,866,"HOELSCH, ALEXANDER",Germany,,M,30-39M,00:57:24,499.0,
3,517,368,"HOMMEL, PHILLIP",Germany,,M,30-39M,00:58:05,517.0,
3,546,1209,"SCHLEGEL, MARCO",Germany,,M,40-49M,00:59:46,546.0,
3,560,276,"HEINRICHS, JÖRG",Germany,,M,50-59M,01:00:17,560.0,
3,585,981,"NEUMANN, IVO",Germany,,M,40-49M,01:01:13,585.0,
3,643,413,"LÜBKERT, KAY",Germany,,M,50-59M,01:03:52,643.0,
3,646,179,"RUEGMER, ROBERT",Germany,,M,50-59M,01:04:08,646.0,
3,694,1225,"MEEUW, FOLKERT",Germany,,M,50-59M,01:06:35,694.0,
3,785,317,"GERSCH, ANDRE",Germany,,M,50-59M,01:17:37,785.0,
3,789,1127,"DROSTE, NICOLE",Germany,,F,45+F,01:19:01,789.0,
3,801,605,"BENTLEY, CHRIS",Germany,,M,50-59M,01:23:12,801.0,
3,815,1092,"PAGEL, CAROLA",Germany,,F,45+F,01:34:03,815.0,
3,817,612,"MANNICH, ACHIM",Germany,,M,50-59M,01:36:43,817.0,
3,829,10158,"ROOS, MARTIN",Germany,,M,50-59M,04:05:43,829.0,
3,829,471,"SEITZ, FLORIAN",Germany,,M,40-49M,,,DNF
3,829,1185,"LINKE, MARCO",Germany,,M,30-39M,,,DNF
3,829,1203,"SCHAARSCHMIDT, OLIVIER",Germany,,M,50-59M,,,DNF
3,829,101,"BARTH, TOM",Germany,,M,30-39M,,,DNS
3,829,115,"TORAMAN, MELEK",Germany,,F,45+F,,,DNS
3,829,138,"FREY, VINCENT",Germany,,M,40-49M,,,DNS
3,829,257,"WAGNER, THOMAS",Germany,,M,50-59M,,,DNS
3,829,263,"KRENZEL, CHRISTOPH",Germany,,M,50-59M,,,DNS
3,829,291,"WAMSER, JEREMIAS",Germany,,M,40-49M,,,DNS
3,829,296,"KIRSCH, SEBASTIAN",Germany,,M,30-39M,,,DNS
3,829,318,"LINKE, FRANK",Germany,,M,50-59M,,,DNS
3,829,327,"LINDENMAIER, GÖTZ",Germany,,M,50-59M,,,DNS
3,829,348,"BRUNS, KLAUS",Germany,,M,40-49M,,,DNS
3,829,396,"SCHULZ, THOMAS",Germany,,M,50-59M,,,DNS
3,829,578,"ZINKE, KLAUS",Germany,,M,60+M,,,DNS
3,829,583,"NEUSS, CHRISTIAN",Germany,,M,50-59M,,,DNS
3,829,594,"SCHLENKER, THOMAS",Germany,,M,40-49M,,,DNS
3,829,655,"BÖHM, ALEXANDER",Germany,,M,40-49M,,,DNS
3,829,667,"WITTE, MICHAEL",Germany,,M,50-59M,,,DNS
3,829,885,"KRETZSCHMAR, KLAUS",Germany,,M,50-59M,,,DNS
3,829,1219,"EMSER, ARTHUR",Germany,,M,40-49M,,,DNS
3,829,1242,"UNBEHAUN, NIKOLAUS",Germany,,M,50-59M,,,DNS
4,15,74,"REUSCHER, MALTE",Germany,,M,30-39M,00:37:13,15.0,
4,47,93,"LAUFER, ANDY",Germany,,M,50-59M,00:41:09,47.0,
4,132,142,"WINTER, MARKUS",Germany,,M,50-59M,00:49:17,132.0,
4,162,8,"DEUS, CHRISTOPH",Germany,,M,30-39M,00:51:18,162.0,
4,175,67,"HÖLZL, JONAS",Germany,,M,20-29M,00:52:09,175.0,
4,272,276,"HEINRICHS, JÖRG",Germany,,M,50-59M,00:58:59,272.0,
4,281,1093,"PAGEL, HENRICK",Germany,,M,20-29M,00:59:27,281.0,
4,324,408,"EMSER, BENEDIKT",Germany,,M,13-15M,01:01:40,324.0,
4,356,580,"FINKBEINER, MATTHIAS",Germany,,M,50-59M,01:03:41,356.0,
4,382,1203,"SCHAARSCHMIDT, OLIVIER",Germany,,M,50-59M,01:05:04,382.0,
4,400,474,"RENNER, DETLEF",Germany,,M,60+M,01:06:39,400.0,
4,445,1028,"LINDENMAIER, TORBEN",Germany,,M,20-29M,01:09:04,445.0,
4,500,866,"HOELSCH, ALEXANDER",Germany,,M,30-39M,01:11:53,500.0,
4,505,1209,"SCHLEGEL, MARCO",Germany,,M,40-49M,01:12:08,505.0,
4,570,346,"GIELEN, CHRISTOPH",Germany,,M,30-39M,01:16:14,570.0,
4,592,263,"KRENZEL, CHRISTOPH",Germany,,M,50-59M,01:17:10,592.0,
4,594,365,"HOCK, MICHAEL",Germany,,M,50-59M,01:17:30,594.0,
4,606,561,"BUERGER, MICHAEL",Germany,,M,50-59M,01:18:21,606.0,
4,654,594,"SCHLENKER, THOMAS",Germany,,M,40-49M,01:22:31,654.0,
4,718,257,"WAGNER, THOMAS",Germany,,M,50-59M,01:29:10,718.0,
4,731,1127,"DROSTE, NICOLE",Germany,,F,45+F,01:30:51,731.0,
4,732,348,"BRUNS, KLAUS",Germany,,M,40-49M,01:30:52,732.0,
4,770,1219,"EMSER, ARTHUR",Germany,,M,40-49M,01:37:12,770.0,
4,783,1225,"MEEUW, FOLKERT",Germany,,M,50-59M,01:39:41,783.0,
4,799,605,"BENTLEY, CHRIS",Germany,,M,50-59M,01:46:01,799.0,
4,804,138,"FREY, VINCENT",Germany,,M,40-49M,01:48:31,804.0,
4,815,1092,"PAGEL, CAROLA",Germany,,F,45+F,02:01:14,815.0,
4,818,44,"KÖSTER, PHILIP",Germany,,M,20-29M,,,DNF
4,818,179,"RUEGMER, ROBERT",Germany,,M,50-59M,,,DNF
4,818,246,"FORTENBACHER, FELIX",Germany,,M,40-49M,,,DNF
4,818,368,"HOMMEL, PHILLIP",Germany,,M,30-39M,,,DNF
4,818,413,"LÜBKERT, KAY",Germany,,M,50-59M,,,DNF
4,818,471,"SEITZ, FLORIAN",Germany,,M,40-49M,,,DNF
4,818,578,"ZINKE, KLAUS",Germany,,M,60+M,,,DNF
4,818,612,"MANNICH, ACHIM",Germany,,M,50-59M,,,DNF
4,818,885,"KRETZSCHMAR, KLAUS",Germany,,M,50-59M,,,DNF
4,818,981,"NEUMANN, IVO",Germany,,M,40-49M,,,DNF
4,818,1242,"UNBEHAUN, NIKOLAUS",Germany,,M,50-59M,,,DNF
4,818,10158,"ROOS, MARTIN",Germany,,M,50-59M,,,DNF
4,818,101,"BARTH, TOM",Germany,,M,30-39M,,,DNS
4,818,115,"TORAMAN, MELEK",Germany,,F,45+F,,,DNS
4,818,215,"MOLDENHAUER, THOMAS",Germany,,M,50-59M,,,DNS
4,818,291,"WAMSER, JEREMIAS",Germany,,M,40-49M,,,DNS
4,818,296,"KIRSCH, SEBASTIAN",Germany,,M,30-39M,,,DNS
4,818,317,"GERSCH, ANDRE",Germany,,M,50-59M,,,DNS
4,818,318,"LINKE, FRANK",Germany,,M,50-59M,,,DNS
4,818,327,"LINDENMAIER, GÖTZ",Germany,,M,50-59M,,,DNS
4,818,396,"SCHULZ, THOMAS",Germany,,M,50-59M,,,DNS
4,818,583,"NEUSS, CHRISTIAN",Germany,,M,50-59M,,,DNS
4,818,655,"BÖHM, ALEXANDER",Germany,,M,40-49M,,,DNS
4,818,667,"WITTE, MICHAEL",Germany,,M,50-59M,,,DNS
4,818,1185,"LINKE, MARCO",Germany,,M,30-39M,,,DNS
5,21,74,"REUSCHER, MALTE",Germany,,M,30-39M,,20.0,
5,61,93,"LAUFER, ANDY",Germany,,M,50-59M,,60.0,
5,83,8,"DEUS, CHRISTOPH",Germany,,M,30-39M,,82.0,
5,169,67,"HÖLZL, JONAS",Germany,,M,20-29M,,168.0,
5,188,1203,"SCHAARSCHMIDT, OLIVIER",Germany,,M,50-59M,,185.0,
5,189,44,"KÖSTER, PHILIP",Germany,,M,20-29M,,186.0,
5,276,981,"NEUMANN, IVO",Germany,,M,40-49M,,273.0,
5,279,408,"EMSER, BENEDIKT",Germany,,M,13-15M,,276.0,
5,305,263,"KRENZEL, CHRISTOPH",Germany,,M,50-59M,,302.0,
5,358,580,"FINKBEINER, MATTHIAS",Germany,,M,50-59M,,354.0,
5,378,365,"HOCK, MICHAEL",Germany,,M,50-59M,,374.0,
5,410,474,"RENNER, DETLEF",Germany,,M,60+M,,406.0,
5,455,1093,"PAGEL, HENRICK",Germany,,M,20-29M,,451.0,
5,467,1028,"LINDENMAIER, TORBEN",Germany,,M,20-29M,,463.0,
5,483,866,"HOELSCH, ALEXANDER",Germany,,M,30-39M,,479.0,
5,578,1209,"SCHLEGEL, MARCO",Germany,,M,40-49M,,572.0,
5,592,346,"GIELEN, CHRISTOPH",Germany,,M,30-39M,,585.0,
5,597,368,"HOMMEL, PHILLIP",Germany,,M,30-39M,,590.0,
5,616,348,"BRUNS, KLAUS",Germany,,M,40-49M,,609.0,
5,619,179,"RUEGMER, ROBERT",Germany,,M,50-59M,,612.0,
5,628,318,"LINKE, FRANK",Germany,,M,50-59M,,621.0,
5,638,561,"BUERGER, MICHAEL",Germany,,M,50-59M,,631.0,
5,654,413,"LÜBKERT, KAY",Germany,,M,50-59M,,647.0,
5,662,296,"KIRSCH, SEBASTIAN",Germany,,M,30-39M,,655.0,
5,674,1127,"DROSTE, NICOLE",Germany,,F,45+F,,667.0,
5,682,317,"GERSCH, ANDRE",Germany,,M,50-59M,,675.0,
5,708,605,"BENTLEY, CHRIS",Germany,,M,50-59M,,701.0,
5,709,1225,"MEEUW, FOLKERT",Germany,,M,50-59M,,702.0,
5,732,142,"WINTER, MARKUS",Germany,,M,50-59M,,1249.0,
5,732,246,"FORTENBACHER, FELIX",Germany,,M,40-49M,,1249.0,
5,732,257,"WAGNER, THOMAS",Germany,,M,50-59M,,1249.0,
5,732,471,"SEITZ, FLORIAN",Germany,,M,40-49M,,1249.0,
5,732,594,"SCHLENKER, THOMAS",Germany,,M,40-49M,,1249.0,
5,732,612,"MANNICH, ACHIM",Germany,,M,50-59M,,1249.0,
5,732,885,"KRETZSCHMAR, KLAUS",Germany,,M,50-59M,,1249.0,
5,732,1092,"PAGEL, CAROLA",Germany,,F,45+F,,1249.0,
5,940,101,"BARTH, TOM",Germany,,M,30-39M,,1250.0,
5,940,115,"TORAMAN, MELEK",Germany,,F,45+F,,1250.0,
5,940,138,"FREY, VINCENT",Germany,,M,40-49M,,1250.0,
5,940,215,"MOLDENHAUER, THOMAS",Germany,,M,50-59M,,1250.0,
5,940,276,"HEINRICHS, JÖRG",Germany,,M,50-59M,,1250.0,
5,940,291,"WAMSER, JEREMIAS",Germany,,M,40-49M,,1250.0,
5,940,327,"LINDENMAIER, GÖTZ",Germany,,M,50-59M,,1250.0,
5,940,396,"SCHULZ, THOMAS",Germany,,M,50-59M,,1250.0,
5,940,578,"ZINKE, KLAUS",Germany,,M,60+M,,1250.0,
5,940,583,"NEUSS, CHRISTIAN",Germany,,M,50-59M,,1250.0,
5,940,655,"BÖHM, ALEXANDER",Germany,,M,40-49M,,1250.0,
5,940,667,"WITTE, MICHAEL",Germany,,M,50-59M,,1250.0,
5,940,1185,"LINKE, MARCO",Germany,,M,30-39M,,1250.0,
5,940,1219,"EMSER, ARTHUR",Germany,,M,40-49M,,1250.0,
5,940,1242,"UNBEHAUN, NIKOLAUS",Germany,,M,50-59M,,1250.0,
5,940,10158,"ROOS, MARTIN",Germany,,M,50-59M,,1250.0,
